Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
default                       50m         Normal    NodeNotReady                             node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 status is now: NodeNotReady
kube-system                   50m         Warning   NodeNotReady                             pod/anetd-lclx5                                                 Node is not ready
kube-system                   50m         Warning   NodeNotReady                             pod/gke-metrics-agent-p98w9                                     Node is not ready
kube-system                   50m         Warning   NodeNotReady                             pod/gke-metadata-server-rp8n8                                   Node is not ready
kube-system                   50m         Warning   NodeNotReady                             pod/netd-4hkpj                                                  Node is not ready
kube-system                   50m         Warning   NodeNotReady                             pod/pdcsi-node-zs69m                                            Node is not ready
kube-system                   50m         Warning   NodeNotReady                             pod/fluentbit-gke-d6k69                                         Node is not ready
default                       49m         Normal    DeletingNode                             node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Deleting node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 because it does not exist in the cloud provider
default                       49m         Normal    RemovingNode                             node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 event: Removing Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 from Controller
gke-managed-cim               48m         Warning   FailedGetResourceMetric                  horizontalpodautoscaler/kube-state-metrics                      unable to get metric memory: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
kube-system                   48m         Normal    ScaledUpGroup                            configmap/cluster-autoscaler-status                             Scale-up: setting group https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp size to 1 instead of 0 (max: 10)
kube-system                   48m         Normal    TriggeredScaleUp                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/metrics-server-v1.33.0-854c9c74f4-kv87l                     Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
gmp-system                    48m         Normal    TriggeredScaleUp                         pod/alertmanager-0                                              Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
gmp-system                    48m         Normal    TriggeredScaleUp                         pod/rule-evaluator-5bcc9bf5d5-t9jk5                             Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/metrics-server-v1.33.0-7cb947b96b-667zx                     Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/l7-default-backend-b5b9d8d6f-vpc7p                          Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
gmp-system                    48m         Normal    TriggeredScaleUp                         pod/gmp-operator-7bc4cd5955-hfhc7                               Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/kube-dns-859ff5b767-bbxgv                                   Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/kube-dns-859ff5b767-8p4dr                                   Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
gke-managed-cim               48m         Normal    TriggeredScaleUp                         pod/kube-state-metrics-0                                        Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/event-exporter-gke-588455645b-5ksgc                         Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    ScaledUpGroup                            configmap/cluster-autoscaler-status                             Scale-up: group https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp size set to 1 instead of 0 (max: 10)
kube-system                   48m         Normal    TriggeredScaleUp                         pod/kube-dns-autoscaler-5b8b5b9848-zmp7d                        Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
kube-system                   48m         Normal    TriggeredScaleUp                         pod/antrea-controller-horizontal-autoscaler-7fb7f46fbd-6x842    Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/asia-east1-b/instanceGroups/gke-gke-a3h-spot-dc0273-system-43f3157b-grp 0->1 (max: 10)}]
default                       47m         Warning   InvalidDiskCapacity                      node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               invalid capacity 0 on image filesystem
default                       47m         Normal    Starting                                 node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Starting kubelet.
default                       47m         Normal    NodeHasSufficientPID                     node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v status is now: NodeHasSufficientPID
default                       47m         Normal    NodeHasNoDiskPressure                    node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v status is now: NodeHasNoDiskPressure
default                       47m         Normal    NodeHasSufficientMemory                  node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v status is now: NodeHasSufficientMemory
default                       47m         Normal    NodeAllocatableEnforced                  node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Updated Node Allocatable limit across pods
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/gke-metrics-agent                                     Created pod: gke-metrics-agent-4qhrj
default                       47m         Normal    Synced                                   node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node synced successfully
gmp-system                    47m         Normal    SuccessfulCreate                         daemonset/collector                                             Created pod: collector-665hj
default                       47m         Normal    RegisteredNode                           node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v event: Registered Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v in Controller
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/gke-metadata-server                                   Created pod: gke-metadata-server-lwv59
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/pdcsi-node                                            Created pod: pdcsi-node-ppp48
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/anetd                                                 Created pod: anetd-cf7z6
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/fluentbit-gke                                         Created pod: fluentbit-gke-kth7d
kube-system                   47m         Normal    SuccessfulCreate                         daemonset/netd                                                  Created pod: netd-zsq54
default                       47m         Warning   NodeRegistrationCheckerStart             node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Thu Jun 18 07:20:35 UTC 2026 - ** Starting Node Registration Checker **
kube-system                   47m         Normal    Pulling                                  pod/pdcsi-node-ppp48                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0"
kube-system                   47m         Normal    Pulling                                  pod/fluentbit-gke-kth7d                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075"
kube-system                   47m         Normal    Pulling                                  pod/gke-metrics-agent-4qhrj                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046"
kube-system                   47m         Normal    Pulling                                  pod/anetd-cf7z6                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a"
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a" in 144ms (144ms including waiting). Image size: 26576360 bytes.
kube-system                   47m         Normal    Pulled                                   pod/gke-metadata-server-lwv59                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" in 220ms (364ms including waiting). Image size: 2798564 bytes.
kube-system                   47m         Normal    Pulling                                  pod/gke-metadata-server-lwv59                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075"
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: cni-writer
kube-system                   47m         Normal    Pulling                                  pod/netd-zsq54                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7"
kube-system                   47m         Normal    Created                                  pod/gke-metadata-server-lwv59                                   Created container: token-broker-adc-init
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container cni-writer
kube-system                   47m         Normal    Pulling                                  pod/anetd-cf7z6                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49"
default                       47m         Warning   KubeletStart                             node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Started kubelet.service.
kube-system                   47m         Normal    Started                                  pod/gke-metadata-server-lwv59                                   Started container token-broker-adc-init
default                       47m         Warning   ContainerdStart                          node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Starting containerd.service...
default                       47m         Warning   DockerStart                              node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Starting docker.service...
kube-system                   47m         Normal    Created                                  pod/netd-zsq54                                                  Created container: install-cni
kube-system                   47m         Normal    Pulling                                  pod/gke-metrics-agent-4qhrj                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6"
kube-system                   47m         Normal    Pulled                                   pod/fluentbit-gke-kth7d                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" in 276ms (2.026s including waiting). Image size: 2798564 bytes.
kube-system                   47m         Normal    Created                                  pod/fluentbit-gke-kth7d                                         Created container: token-broker-adc-init
kube-system                   47m         Normal    Started                                  pod/fluentbit-gke-kth7d                                         Started container token-broker-adc-init
kube-system                   47m         Normal    Pulling                                  pod/gke-metadata-server-lwv59                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f"
kube-system                   47m         Normal    Started                                  pod/netd-zsq54                                                  Started container install-cni
kube-system                   47m         Normal    Pulled                                   pod/netd-zsq54                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7" in 178ms (1.786s including waiting). Image size: 15410579 bytes.
kube-system                   47m         Normal    Pulled                                   pod/gke-metrics-agent-4qhrj                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" in 1.274s (1.638s including waiting). Image size: 2799208 bytes.
kube-system                   47m         Normal    Created                                  pod/gke-metrics-agent-4qhrj                                     Created container: token-broker-adc-init
kube-system                   47m         Normal    Started                                  pod/gke-metrics-agent-4qhrj                                     Started container token-broker-adc-init
kube-system                   47m         Normal    Pulling                                  pod/fluentbit-gke-kth7d                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" in 437ms (1.356s including waiting). Image size: 193382719 bytes.
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: install-cni-binaries
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container install-cni-binaries
default                       47m         Warning   ReadOnlyFileSystemDetected               node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               
kube-system                   47m         Normal    Created                                  pod/netd-zsq54                                                  Created container: token-broker-adc-init
kube-system                   47m         Normal    Pulled                                   pod/netd-zsq54                                                  Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   47m         Normal    Pulling                                  pod/netd-zsq54                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29"
kube-system                   47m         Normal    Started                                  pod/netd-zsq54                                                  Started container token-broker-adc-init
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: clean-cilium-state
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kueue-system                  47m         Normal    SuccessfulCreate                         replicaset/kueue-controller-manager-7b746577c9                  Created pod: kueue-controller-manager-7b746577c9-7zmws
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container token-broker-adc-init
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: token-broker-adc-init
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container clean-cilium-state
kueue-system                  47m         Normal    ScalingReplicaSet                        deployment/kueue-controller-manager                             Scaled up replica set kueue-controller-manager-7b746577c9 from 0 to 1
kube-system                   47m         Normal    Pulled                                   pod/gke-metrics-agent-4qhrj                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" in 3.108s (3.464s including waiting). Image size: 31969661 bytes.
kube-system                   47m         Normal    Created                                  pod/gke-metrics-agent-4qhrj                                     Created container: core-metrics-exporter
kube-system                   47m         Normal    Started                                  pod/gke-metrics-agent-4qhrj                                     Started container gke-metrics-agent
kube-system                   47m         Normal    Pulled                                   pod/gke-metrics-agent-4qhrj                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" already present on machine
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: cilium-agent
kube-system                   47m         Normal    Pulling                                  pod/gke-metrics-agent-4qhrj                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   47m         Normal    Created                                  pod/gke-metrics-agent-4qhrj                                     Created container: gke-metrics-agent
kube-system                   47m         Normal    Started                                  pod/gke-metrics-agent-4qhrj                                     Started container core-metrics-exporter
kube-system                   47m         Normal    Pulling                                  pod/anetd-cf7z6                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
gmp-system                    47m         Warning   FailedMount                              pod/collector-665hj                                             MountVolume.SetUp failed for volume "kube-api-access-9pvnm" : object "gmp-system"/"kube-root-ca.crt" not registered
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container cilium-agent
kube-system                   47m         Normal    Started                                  pod/gke-metadata-server-lwv59                                   Started container gke-metadata-server
kube-system                   47m         Normal    Created                                  pod/gke-metadata-server-lwv59                                   Created container: gke-metadata-server
kube-system                   47m         Normal    Pulled                                   pod/gke-metadata-server-lwv59                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f" in 2.388s (5.842s including waiting). Image size: 45070833 bytes.
kube-system                   47m         Warning   Unhealthy                                pod/gke-metadata-server-lwv59                                   Readiness probe failed: Get "http://127.0.0.1:989/healthz": dial tcp 127.0.0.1:989: connect: connection refused
kube-system                   47m         Normal    Created                                  pod/gke-metrics-agent-4qhrj                                     Created container: prometheus-metrics-collector
kube-system                   47m         Normal    Started                                  pod/fluentbit-gke-kth7d                                         Started container fluentbit-gke-init
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 165ms (3.412s including waiting). Image size: 25459396 bytes.
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: cilium-agent-metrics-collector
kube-system                   47m         Normal    Pulled                                   pod/gke-metrics-agent-4qhrj                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 99ms (3.448s including waiting). Image size: 25459396 bytes.
kube-system                   47m         Normal    Pulling                                  pod/netd-zsq54                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250512_2300_RC0@sha256:ad81886895944477ad09efb8bf41fe8e3258c3d42efa1c9c49482d65c2ecd3fa"
kube-system                   47m         Normal    Pulled                                   pod/netd-zsq54                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29" in 110ms (5.506s including waiting). Image size: 25392163 bytes.
kube-system                   47m         Normal    Pulled                                   pod/fluentbit-gke-kth7d                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 1.599s (6.42s including waiting). Image size: 18853001 bytes.
kube-system                   47m         Normal    Created                                  pod/fluentbit-gke-kth7d                                         Created container: fluentbit-gke-init
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container cilium-agent-metrics-collector
kube-system                   47m         Normal    Pulling                                  pod/anetd-cf7z6                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a"
kube-system                   47m         Normal    Started                                  pod/gke-metrics-agent-4qhrj                                     Started container prometheus-metrics-collector
kube-system                   47m         Normal    Created                                  pod/netd-zsq54                                                  Created container: netd-metrics-collector
kube-system                   47m         Normal    Pulled                                   pod/netd-zsq54                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250512_2300_RC0@sha256:ad81886895944477ad09efb8bf41fe8e3258c3d42efa1c9c49482d65c2ecd3fa" in 1.439s (1.439s including waiting). Image size: 25147418 bytes.
gmp-system                    47m         Warning   NetworkNotReady                          pod/collector-665hj                                             network is not ready: container runtime network not ready: NetworkReady=false reason:NetworkPluginNotReady message:Network plugin returns error: cni plugin not initialized
kube-system                   47m         Normal    Pulled                                   pod/pdcsi-node-ppp48                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0" in 12.524s (12.524s including waiting). Image size: 123717243 bytes.
kube-system                   47m         Normal    Pulled                                   pod/anetd-cf7z6                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a" in 874ms (1.975s including waiting). Image size: 24056038 bytes.
kube-system                   47m         Normal    Pulled                                   pod/netd-zsq54                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59" in 235ms (235ms including waiting). Image size: 3518374 bytes.
kube-system                   47m         Normal    Created                                  pod/anetd-cf7z6                                                 Created container: multinet-hc-routes
kube-system                   47m         Normal    Pulling                                  pod/pdcsi-node-ppp48                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1"
kube-system                   47m         Normal    Started                                  pod/pdcsi-node-ppp48                                            Started container gce-pd-driver
kube-system                   47m         Normal    Created                                  pod/pdcsi-node-ppp48                                            Created container: gce-pd-driver
kube-system                   47m         Normal    Started                                  pod/netd-zsq54                                                  Started container route-manager
kube-system                   47m         Normal    Started                                  pod/netd-zsq54                                                  Started container netd-metrics-collector
kube-system                   47m         Normal    Pulling                                  pod/fluentbit-gke-kth7d                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v1.8.1200-gke.1010@sha256:36d081adc929ba666939a58c7b4f5c97219e4f95a4dc4c531f4b1e892901fb0c"
kube-system                   47m         Normal    Pulling                                  pod/netd-zsq54                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59"
kube-system                   47m         Normal    Started                                  pod/anetd-cf7z6                                                 Started container multinet-hc-routes
default                       47m         Normal    NodeReady                                node/gke-gke-a3h-spot-dc0273-system-43f3157b-487v               Node gke-gke-a3h-spot-dc0273-system-43f3157b-487v status is now: NodeReady
kube-system                   47m         Normal    Created                                  pod/netd-zsq54                                                  Created container: route-manager
gmp-system                    47m         Warning   FailedMount                              pod/collector-665hj                                             MountVolume.SetUp failed for volume "collection-secret" : object "gmp-system"/"collection" not registered
kube-system                   47m         Normal    Created                                  pod/pdcsi-node-ppp48                                            Created container: csi-driver-registrar
kube-system                   47m         Normal    Pulled                                   pod/pdcsi-node-ppp48                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1" in 2.399s (2.412s including waiting). Image size: 11762646 bytes.
gmp-system                    47m         Warning   FailedMount                              pod/collector-665hj                                             MountVolume.SetUp failed for volume "config" : object "gmp-system"/"collector" not registered
kube-system                   47m         Normal    Started                                  pod/pdcsi-node-ppp48                                            Started container csi-driver-registrar
kube-system                   47m         Normal    Created                                  pod/fluentbit-gke-kth7d                                         Created container: fluentbit
kube-system                   47m         Normal    Pulled                                   pod/fluentbit-gke-kth7d                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v1.8.1200-gke.1010@sha256:36d081adc929ba666939a58c7b4f5c97219e4f95a4dc4c531f4b1e892901fb0c" in 6.739s (6.739s including waiting). Image size: 94023245 bytes.
kube-system                   47m         Normal    Started                                  pod/fluentbit-gke-kth7d                                         Started container fluentbit
