Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
kube-system                   45m         Normal    Scheduled                                pod/high-perf-device-plugin-np7sh                               Successfully assigned kube-system/high-perf-device-plugin-np7sh to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-c6ds
gmp-system                    46m         Normal    Scheduled                                pod/collector-dskdl                                             Successfully assigned gmp-system/collector-dskdl to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-c6ds
gmp-system                    54m         Normal    Scheduled                                pod/collector-b9gmr                                             Successfully assigned gmp-system/collector-b9gmr to gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg
kube-system                   46m         Normal    Scheduled                                pod/device-injector-w6qx4                                       Successfully assigned kube-system/device-injector-w6qx4 to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9
kube-system                   47m         Normal    Scheduled                                pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              Successfully assigned kube-system/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv to gke-gke-a3h-spot-dc0273-system-43f3157b-487v
kube-system                   47m         Warning   FailedScheduling                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              no nodes available to schedule pods
kube-system                   48m         Warning   FailedScheduling                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              no nodes available to schedule pods
kube-system                   53m         Warning   FailedScheduling                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              0/3 nodes are available: 3 node(s) were unschedulable. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling.
kube-system                   54m         Normal    Scheduled                                pod/konnectivity-agent-autoscaler-84fb4cdd4f-6cmqc              Successfully assigned kube-system/konnectivity-agent-autoscaler-84fb4cdd4f-6cmqc to gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6
kube-system                   54m         Warning   FailedScheduling                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-6cmqc              no nodes available to schedule pods
kube-system                   55m         Warning   FailedScheduling                         pod/konnectivity-agent-autoscaler-84fb4cdd4f-6cmqc              no nodes available to schedule pods
kube-system                   46m         Normal    Scheduled                                pod/device-injector-xwpfm                                       Successfully assigned kube-system/device-injector-xwpfm to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-c6ds
kube-system                   53m         Warning   FailedScheduling                         pod/event-exporter-gke-588455645b-5ksgc                         0/3 nodes are available: 3 node(s) were unschedulable. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling.
kube-system                   46m         Normal    Scheduled                                pod/gke-metadata-server-bzk56                                   Successfully assigned kube-system/gke-metadata-server-bzk56 to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-c6ds
kueue-system                  47m         Normal    Scheduled                                pod/kueue-controller-manager-7b746577c9-7zmws                   Successfully assigned kueue-system/kueue-controller-manager-7b746577c9-7zmws to gke-gke-a3h-spot-dc0273-system-43f3157b-487v
kube-system                   46m         Normal    Scheduled                                pod/konnectivity-agent-6c8ccfcd4b-rjhn7                         Successfully assigned kube-system/konnectivity-agent-6c8ccfcd4b-rjhn7 to gke-gke-a3h-spot-dc0273-system-43f3157b-487v
gke-managed-system            46m         Normal    Scheduled                                pod/dcgm-exporter-mdc9d                                         Successfully assigned gke-managed-system/dcgm-exporter-mdc9d to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9
kube-system                   53m         Normal    Scheduled                                pod/konnectivity-agent-6c8ccfcd4b-rd9tn                         Successfully assigned kube-system/konnectivity-agent-6c8ccfcd4b-rd9tn to gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6
kube-system                   54m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-rd9tn                         0/3 nodes are available: 1 Insufficient cpu, 2 node(s) had untolerated taint {node.kubernetes.io/not-ready: }.
kube-system                   54m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-rd9tn                         no nodes available to schedule pods
kube-system                   55m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-rd9tn                         no nodes available to schedule pods
kube-system                   47m         Normal    Scheduled                                pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         Successfully assigned kube-system/konnectivity-agent-6c8ccfcd4b-j6rvv to gke-gke-a3h-spot-dc0273-system-43f3157b-487v
kube-system                   47m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         no nodes available to schedule pods
kube-system                   48m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         no nodes available to schedule pods
kube-system                   53m         Warning   FailedScheduling                         pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         0/3 nodes are available: 3 node(s) were unschedulable. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling.
kube-system                   53m         Normal    Scheduled                                pod/konnectivity-agent-6c8ccfcd4b-bmjsn                         Successfully assigned kube-system/konnectivity-agent-6c8ccfcd4b-bmjsn to gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg
kube-system                   48m         Warning   FailedScheduling                         pod/event-exporter-gke-588455645b-5ksgc                         no nodes available to schedule pods
gke-managed-system            46m         Normal    Scheduled                                pod/dcgm-exporter-xgb8s                                         Successfully assigned gke-managed-system/dcgm-exporter-xgb8s to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-c6ds
kube-system                   47m         Warning   FailedScheduling                         pod/event-exporter-gke-588455645b-5ksgc                         no nodes available to schedule pods
kube-system                   46m         Normal    Scheduled                                pod/high-perf-device-plugin-s6cq4                               Successfully assigned kube-system/high-perf-device-plugin-s6cq4 to gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9
default                       57m         Warning   InvalidDiskCapacity                      node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         invalid capacity 0 on image filesystem
default                       57m         Normal    NodeAllocatableEnforced                  node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Updated Node Allocatable limit across pods
default                       56m         Warning   InvalidDiskCapacity                      node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         invalid capacity 0 on image filesystem
default                       56m         Normal    Starting                                 node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Starting kubelet.
default                       56m         Normal    NodeAllocatableEnforced                  node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Updated Node Allocatable limit across pods
