Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/kube-dns-84d47fbc64-6vw92                                   Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/l7-default-backend-757c84897c-mmjcb                         Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/konnectivity-agent-bcb8d5868-fc69p                          Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/event-exporter-gke-7765cfbfdf-sjxl4                         Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/kube-dns-84d47fbc64-2x8qc                                   Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/konnectivity-agent-bcb8d5868-5zjn2                          Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    ScaledUpGroup                  configmap/cluster-autoscaler-status                             Scale-up: group https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp size set to 1 instead of 0 (max: 10)
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/konnectivity-agent-bcb8d5868-wctd9                          Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
gmp-system                    5m32s       Normal    TriggeredScaleUp               pod/gmp-operator-5859655959-sx5vg                               Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
gke-managed-cim               5m32s       Normal    TriggeredScaleUp               pod/kube-state-metrics-0                                        Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kube-system                   5m32s       Normal    TriggeredScaleUp               pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Pod triggered scale-up: [{https://www.googleapis.com/compute/v1/projects/hpc-toolkit-dev/zones/us-east4-b/instanceGroups/gke-gke-a3h-spot-b866c1-system-638482db-grp 0->1 (max: 10)}]
kueue-system                  5m28s       Normal    ScalingReplicaSet              deployment/kueue-controller-manager                             Scaled up replica set kueue-controller-manager-5866f9f485 from 0 to 1
kueue-system                  5m28s       Normal    SuccessfulCreate               replicaset/kueue-controller-manager-5866f9f485                  Created pod: kueue-controller-manager-5866f9f485-6vc5k
default                       4m55s       Normal    Starting                       node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Starting kubelet.
default                       4m55s       Warning   InvalidDiskCapacity            node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               invalid capacity 0 on image filesystem
default                       4m54s       Normal    NodeHasNoDiskPressure          node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx status is now: NodeHasNoDiskPressure
default                       4m54s       Normal    NodeHasSufficientMemory        node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx status is now: NodeHasSufficientMemory
default                       4m54s       Normal    NodeHasSufficientPID           node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx status is now: NodeHasSufficientPID
default                       4m54s       Warning   NodeRegistrationCheckerStart   node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Thu Jun 18 07:15:21 UTC 2026 - ** Starting Node Registration Checker **
default                       4m54s       Normal    NodeAllocatableEnforced        node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Updated Node Allocatable limit across pods
default                       4m53s       Warning   NodeSysctlChange               node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node condition SysctlChanged is now: True, reason: NodeSysctlChange, message: "{\"unmanaged\": {\"kernel.cad_pid\": \"1\"}}"
kube-system                   4m53s       Normal    SuccessfulCreate               daemonset/pdcsi-node                                            Created pod: pdcsi-node-qv7gc
default                       4m53s       Warning   ContainerdStart                node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Starting containerd.service...
default                       4m53s       Warning   DockerStart                    node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Starting docker.service...
kube-system                   4m53s       Normal    SuccessfulCreate               daemonset/gke-metadata-server                                   Created pod: gke-metadata-server-xk2v2
default                       4m53s       Warning   KubeletStart                   node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Started kubelet.service.
kube-system                   4m53s       Normal    SuccessfulCreate               daemonset/fluentbit-gke                                         Created pod: fluentbit-gke-lslvg
kube-system                   4m53s       Normal    SuccessfulCreate               daemonset/gke-metrics-agent                                     Created pod: gke-metrics-agent-jzjp6
kube-system                   4m52s       Normal    SuccessfulCreate               daemonset/netd                                                  Created pod: netd-g7t7x
kube-system                   4m52s       Normal    SuccessfulCreate               daemonset/anetd                                                 Created pod: anetd-brz26
default                       4m52s       Normal    Synced                         node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node synced successfully
default                       4m52s       Warning   ReadOnlyFileSystemDetected     node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               
kube-system                   4m51s       Normal    Pulled                         pod/anetd-brz26                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.40-gke.0@sha256:67f53cef809fb894cad4b99137539fe57f46a6a1e0346b1cd1f598fd92801093" already present on machine and can be accessed by the pod
kube-system                   4m51s       Normal    Started                        pod/netd-g7t7x                                                  Container started
kube-system                   4m51s       Normal    Pulling                        pod/gke-metrics-agent-jzjp6                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8"
kube-system                   4m51s       Normal    Started                        pod/anetd-brz26                                                 Container started
kube-system                   4m51s       Normal    Created                        pod/anetd-brz26                                                 Container created
kube-system                   4m51s       Normal    Pulling                        pod/fluentbit-gke-lslvg                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8"
kube-system                   4m51s       Normal    Pulling                        pod/pdcsi-node-qv7gc                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b"
kube-system                   4m51s       Normal    Pulling                        pod/gke-metadata-server-xk2v2                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251006.01_p0@sha256:9042573fdb0db543b09002011fd5231eb1b0799bc345f40bd39454deaef0f7ab"
kube-system                   4m51s       Normal    Pulled                         pod/netd-g7t7x                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.12-gke.8@sha256:035b66e2f6c307a04bc0a094b5194bdebb8e77ef6f1f7668021c37f0a4a425fa" already present on machine and can be accessed by the pod
kube-system                   4m51s       Normal    Created                        pod/netd-g7t7x                                                  Container created
kube-system                   4m50s       Normal    Pulled                         pod/anetd-brz26                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.12@sha256:66a958718fe0a4365b6db7381d99f706b3ab82483997903c976a2481730b0b1b" already present on machine and can be accessed by the pod
kube-system                   4m50s       Normal    Pulled                         pod/netd-g7t7x                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251007.00_p0@sha256:638afa0822ed4c4aad9ff9f8528667a9d04dd5e1c7b1c251e9344ca7dd4aad68" already present on machine and can be accessed by the pod
kube-system                   4m49s       Normal    Created                        pod/gke-metadata-server-xk2v2                                   Container created
default                       4m49s       Normal    RegisteredNode                 node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx event: Registered Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx in Controller
kube-system                   4m49s       Normal    Created                        pod/netd-g7t7x                                                  Container created
kube-system                   4m49s       Normal    Created                        pod/anetd-brz26                                                 Container created
kube-system                   4m49s       Normal    Pulled                         pod/gke-metadata-server-xk2v2                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251006.01_p0@sha256:9042573fdb0db543b09002011fd5231eb1b0799bc345f40bd39454deaef0f7ab" in 2.462s (2.462s including waiting). Image size: 2877654 bytes.
default                       4m49s       Normal    NodeReady                      node/gke-gke-a3h-spot-b866c1-system-638482db-xfkx               Node gke-gke-a3h-spot-b866c1-system-638482db-xfkx status is now: NodeReady
kube-system                   4m49s       Normal    Started                        pod/anetd-brz26                                                 Container started
kube-system                   4m48s       Normal    Pulled                         pod/netd-g7t7x                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.12-gke.8@sha256:1aa11b6015e9372313038cb82ae76e78efc7631fce3f4df177cb8b329df61f49" already present on machine and can be accessed by the pod
kube-system                   4m48s       Normal    Created                        pod/netd-g7t7x                                                  Container created
kube-system                   4m48s       Normal    Started                        pod/gke-metadata-server-xk2v2                                   Container started
kube-system                   4m48s       Normal    Created                        pod/gke-metrics-agent-jzjp6                                     Container created
kube-system                   4m48s       Normal    Pulled                         pod/gke-metrics-agent-jzjp6                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8" in 1.101s (3.334s including waiting). Image size: 2929568 bytes.
kube-system                   4m48s       Normal    Started                        pod/netd-g7t7x                                                  Container started
kube-system                   4m48s       Normal    Pulling                        pod/gke-metadata-server-xk2v2                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20260309.00_p0@sha256:2fd008f6a58022a2880e918c0f484e9f2680d55ef42176d43a3ba89efaa155ef"
kube-system                   4m48s       Normal    Created                        pod/anetd-brz26                                                 Container created
kube-system                   4m48s       Normal    Pulled                         pod/anetd-brz26                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251010.00_p0@sha256:3615589424e94c68f8cee5d50c27c5a8b1a1f50ab5dc175a14e8540db7c80e8e" already present on machine and can be accessed by the pod
kube-system                   4m47s       Normal    Created                        pod/netd-g7t7x                                                  Container created
kube-system                   4m47s       Normal    Pulled                         pod/netd-g7t7x                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59" already present on machine and can be accessed by the pod
kube-system                   4m47s       Normal    Started                        pod/anetd-brz26                                                 Container started
kube-system                   4m47s       Normal    Created                        pod/fluentbit-gke-lslvg                                         Container created
kube-system                   4m47s       Normal    Pulled                         pod/anetd-brz26                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.12@sha256:66a958718fe0a4365b6db7381d99f706b3ab82483997903c976a2481730b0b1b" already present on machine and can be accessed by the pod
kube-system                   4m47s       Normal    Created                        pod/anetd-brz26                                                 Container created
kube-system                   4m47s       Normal    Started                        pod/gke-metrics-agent-jzjp6                                     Container started
kube-system                   4m47s       Normal    Pulling                        pod/gke-metrics-agent-jzjp6                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01"
kube-system                   4m47s       Normal    Pulled                         pod/fluentbit-gke-lslvg                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" in 908ms (4.111s including waiting). Image size: 2927935 bytes.
kube-system                   4m47s       Normal    Started                        pod/netd-g7t7x                                                  Container started
kube-system                   4m47s       Normal    Pulled                         pod/netd-g7t7x                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251007_2300_RC0@sha256:0d590a9fb5339909d425b2eede28ac05cc76346092cbe82602c7618f047c25f0" already present on machine and can be accessed by the pod
kube-system                   4m47s       Normal    Created                        pod/netd-g7t7x                                                  Container created
kube-system                   4m47s       Normal    Started                        pod/netd-g7t7x                                                  Container started
kube-system                   4m46s       Normal    Created                        pod/anetd-brz26                                                 Container created
kube-system                   4m46s       Normal    Pulling                        pod/fluentbit-gke-lslvg                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   4m46s       Normal    Started                        pod/fluentbit-gke-lslvg                                         Container started
kube-system                   4m46s       Normal    Pulled                         pod/anetd-brz26                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251009_2300_RC0@sha256:4c8e8cc4f739fc539e35c1581af031232d8885ee10f28484cb2085f5dfbb2b7d" already present on machine and can be accessed by the pod
kube-system                   4m46s       Normal    Started                        pod/netd-g7t7x                                                  Container started
kube-system                   4m46s       Normal    Started                        pod/anetd-brz26                                                 Container started
kube-system                   4m45s       Normal    Pulling                        pod/l7-default-backend-757c84897c-mmjcb                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/ingress-gce-404-server-with-metrics:v1.38.6@sha256:33ba5db7cd2975bf956b6e1b6e2e32f51be424c1e29abebd60d441510b409d62"
kube-system                   4m45s       Normal    Pulling                        pod/kube-dns-autoscaler-5f7d65fcd5-ffv5t                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e"
kube-system                   4m45s       Normal    Started                        pod/anetd-brz26                                                 Container started
kube-system                   4m45s       Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-wctd9                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   4m45s       Normal    Pulling                        pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb"
kube-system                   4m44s       Normal    Pulling                        pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.2-gke.24@sha256:1d07b99750cfa777b55d7a66e73c4e4241dca6b215715478deb5793263a91527"
gmp-system                    4m44s       Normal    Pulling                        pod/gmp-operator-5859655959-sx5vg                               Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/operator:v0.18.0-gke.2@sha256:c1096249d080e6763d41980b25cf237fd04091ba86abe7075f1e36b33b6fc263"
kube-system                   4m44s       Normal    Pulling                        pod/kube-dns-84d47fbc64-6vw92                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831"
kube-system                   4m44s       Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-5zjn2                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   4m44s       Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-fc69p                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   4m44s       Normal    Started                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Container started
kube-system                   4m44s       Normal    Created                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Container created
kube-system                   4m44s       Normal    Pulled                         pod/event-exporter-gke-7765cfbfdf-sjxl4                         Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251007.00_p0@sha256:638afa0822ed4c4aad9ff9f8528667a9d04dd5e1c7b1c251e9344ca7dd4aad68" already present on machine and can be accessed by the pod
gke-managed-cim               4m44s       Normal    Pulling                        pod/kube-state-metrics-0                                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0"
kube-system                   4m44s       Normal    Pulling                        pod/kube-dns-84d47fbc64-2x8qc                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831"
kube-system                   4m44s       Normal    Pulling                        pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e"
kueue-system                  4m43s       Normal    Pulling                        pod/kueue-controller-manager-5866f9f485-6vc5k                   Pulling image "registry.k8s.io/kueue/kueue:v0.17.1"
kube-system                   4m43s       Normal    Pulling                        pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb"
kube-system                   4m43s       Normal    Pulled                         pod/gke-metadata-server-xk2v2                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20260309.00_p0@sha256:2fd008f6a58022a2880e918c0f484e9f2680d55ef42176d43a3ba89efaa155ef" in 4.228s (5.184s including waiting). Image size: 46402277 bytes.
kube-system                   4m42s       Normal    Started                        pod/gke-metadata-server-xk2v2                                   Container started
kube-system                   4m42s       Normal    Created                        pod/gke-metadata-server-xk2v2                                   Container created
kube-system                   4m42s       Warning   Unhealthy                      pod/anetd-brz26                                                 Startup probe failed: Get "http://127.0.0.1:9879/healthz": dial tcp 127.0.0.1:9879: connect: connection refused
kube-system                   4m41s       Normal    Pulling                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/event-exporter:event-exporter-v0.5.12-gke.6@sha256:addfe2a01f6689538a009c9b4757dee9aedf66aa05bde92b63f04a42bb85f368"
kube-system                   4m40s       Normal    Pulled                         pod/gke-metrics-agent-jzjp6                                     Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" already present on machine and can be accessed by the pod
kube-system                   4m40s       Normal    Started                        pod/gke-metrics-agent-jzjp6                                     Container started
kube-system                   4m40s       Normal    Created                        pod/gke-metrics-agent-jzjp6                                     Container created
kube-system                   4m40s       Normal    Started                        pod/gke-metrics-agent-jzjp6                                     Container started
kube-system                   4m40s       Normal    Pulled                         pod/gke-metrics-agent-jzjp6                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" in 2.371s (6.501s including waiting). Image size: 31961855 bytes.
kube-system                   4m40s       Normal    Pulling                        pod/gke-metrics-agent-jzjp6                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   4m40s       Normal    Created                        pod/gke-metrics-agent-jzjp6                                     Container created
kube-system                   4m39s       Normal    Pulled                         pod/fluentbit-gke-lslvg                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 1.571s (7.029s including waiting). Image size: 18853001 bytes.
kube-system                   4m39s       Normal    Created                        pod/fluentbit-gke-lslvg                                         Container created
gmp-system                    4m38s       Warning   FailedCreate                   daemonset/collector                                             Error creating: Internal error occurred: failed calling webhook "mpod.kb.io": failed to call webhook: Post "https://kueue-webhook-service.kueue-system.svc:443/mutate--v1-pod?timeout=10s": no endpoints available for service "kueue-webhook-service"
kube-system                   4m38s       Normal    Started                        pod/fluentbit-gke-lslvg                                         Container started
kube-system                   4m36s       Normal    Pulling                        pod/fluentbit-gke-lslvg                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   4m36s       Normal    Pulled                         pod/l7-default-backend-757c84897c-mmjcb                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/ingress-gce-404-server-with-metrics:v1.38.6@sha256:33ba5db7cd2975bf956b6e1b6e2e32f51be424c1e29abebd60d441510b409d62" in 848ms (9.51s including waiting). Image size: 7595912 bytes.
kube-system                   4m36s       Normal    Pulled                         pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb" in 2.277s (8.801s including waiting). Image size: 22694923 bytes.
kube-system                   4m36s       Normal    Created                        pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Container created
kube-system                   4m36s       Normal    Started                        pod/metrics-server-v1.35.1-6b788f8fd4-wx2m9                     Container started
kube-system                   4m35s       Normal    Created                        pod/l7-default-backend-757c84897c-mmjcb                         Container created
kube-system                   4m35s       Normal    Started                        pod/l7-default-backend-757c84897c-mmjcb                         Container started
kube-system                   4m34s       Normal    Created                        pod/pdcsi-node-qv7gc                                            Container created
kube-system                   4m34s       Normal    Pulled                         pod/pdcsi-node-qv7gc                                            Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b" in 17.422s (17.422s including waiting). Image size: 124305689 bytes.
kube-system                   4m33s       Normal    Started                        pod/pdcsi-node-qv7gc                                            Container started
kube-system                   4m33s       Normal    Started                        pod/konnectivity-agent-bcb8d5868-wctd9                          Container started
kube-system                   4m33s       Normal    Pulling                        pod/pdcsi-node-qv7gc                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   4m33s       Normal    Started                        pod/kube-dns-autoscaler-5f7d65fcd5-ffv5t                        Container started
kube-system                   4m33s       Normal    Created                        pod/kube-dns-autoscaler-5f7d65fcd5-ffv5t                        Container created
kube-system                   4m33s       Normal    Pulled                         pod/kube-dns-autoscaler-5f7d65fcd5-ffv5t                        Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e" in 2.134s (11.425s including waiting). Image size: 14214756 bytes.
kube-system                   4m33s       Normal    ScalingReplicaSet              deployment/kube-dns                                             Scaled down replica set kube-dns-84d47fbc64 from 2 to 1
kube-system                   4m33s       Normal    Created                        pod/konnectivity-agent-bcb8d5868-wctd9                          Container created
kube-system                   4m33s       Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-wctd9                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 624ms (11.42s including waiting). Image size: 2887395 bytes.
kube-system                   4m33s       Normal    SuccessfulDelete               replicaset/kube-dns-84d47fbc64                                  Deleted pod: kube-dns-84d47fbc64-6vw92
